Column1.taxCode,Column1.description,Column1.parentTaxCode,Column1.isPhysical,Column1.isActive
SC100402,"Computer Software Maintenance (prewritten software)-mandatory (load and leave)-load and leave updates, etc. & services",SC100400,FALSO,VERDADEIRO
SC100501,Computer Software Maintenance (prewritten software)-Computer optional (physical media)-services only (remote support),SC100500,FALSO,VERDADEIRO
SC100601,Computer Software Maintenance (prewritten software)-mandatory (physical media)-services only (remote support),SC100600,FALSO,VERDADEIRO
SC120101,Computer software technical services (custom software)-optional (electronically downloaded)-services only (remote support),SC120100,FALSO,VERDADEIRO
SC120102,"Computer software technical services (custom software)-optional (electronically downloaded)-downloaded updates, etc. & services",SC120100,FALSO,VERDADEIRO
SC120201,Computer software technical services (custom software)-mandatory (electronically downloaded)-services only (remote support),SC120200,FALSO,VERDADEIRO
SC120202,"Computer software technical services (custom software)-mandatory (electronically downloaded)-downloaded updates, etc. & services",SC120200,FALSO,VERDADEIRO
SC120301,Computer software technical services (custom software)-optional (load and leave)-services only (remote support),SC120300,FALSO,VERDADEIRO
SC120302,"Computer software technical services (custom software)-optional (load and leave)-load and leave updates, etc. & services",SC120300,FALSO,VERDADEIRO
SC120401,Computer software technical services (custom software)-mandatory (load and leave)-services only (remote support),SC120400,FALSO,VERDADEIRO
SC120402,"Computer software technical services (custom software)-mandatory (load and leave)-load and leave updates, etc. & services",SC120400,FALSO,VERDADEIRO
SC120500,Computer software technical services (custom software)-optional (physical media),SC120000,FALSO,VERDADEIRO
SC120501,Computer software technical services (custom software)-optional (physical media)-services only (remote support),SC120500,FALSO,VERDADEIRO
SC120601,Computer software technical services (custom software)-mandatory (physical media)-services only (remote support),SC120600,FALSO,VERDADEIRO
SC130101,Computer software technical services (prewritten software)-optional (electronically downloaded)-services only (remote support),SC130100,FALSO,VERDADEIRO
SC130102,"Computer software technical services (prewritten software)-optional (electronically downloaded)-downloaded updates, etc. & services",SC130100,FALSO,VERDADEIRO
SC130201,Computer software technical services (prewritten software)-mandatory (electronically downloaded)-services only (remote support),SC130200,FALSO,VERDADEIRO
SC130202,"Computer software technical services (prewritten software)-mandatory (electronically downloaded)-downloaded updates, etc. & services",SC130200,FALSO,VERDADEIRO
SC130301,Computer software technical services (prewritten software)-optional (load and leave)-services only (remote support),SC130300,FALSO,VERDADEIRO
SC130302,"Computer software technical services (prewritten software)-optional (load and leave)-load and leave updates, etc. & services",SC130300,FALSO,VERDADEIRO
SC130401,Computer software technical services (prewritten software)-mandatory (load and leave)-services only (remote support),SC130400,FALSO,VERDADEIRO
SC130402,"Computer software technical services (prewritten software)-mandatory (load and leave)-load and leave updates, etc. & services",SC130400,FALSO,VERDADEIRO
SC130500,Computer software technical services (prewritten software)-optional (physical media),SC130000,FALSO,VERDADEIRO
SC130501,Computer software technical services (prewritten software)-optional (physical media)-services only (remote support),SC130500,FALSO,VERDADEIRO
SC130601,Computer software technical services (prewritten software)-mandatory (physical media)-services only (remote support),SC130600,FALSO,VERDADEIRO
SC150100,Construction services relating to real property (original construction),SC150000,FALSO,VERDADEIRO
SC160500,Consulting-management,SC160000,FALSO,VERDADEIRO
SC161000,Consulting-tax,SC160000,FALSO,VERDADEIRO
SD020900,Data-processing,SD020000,FALSO,VERDADEIRO
PE070000,Energy Efficient Equipment,P0000000,VERDADEIRO,VERDADEIRO
PE070200,Energy Efficient Equipment Non-commercial (residential) use,PE070000,VERDADEIRO,VERDADEIRO
PE070201,Energy Efficient Equipment Non-commercial (residential) use-Air conditioners,PE070200,VERDADEIRO,VERDADEIRO
PE080000,Energy Efficient Supplies,P0000000,VERDADEIRO,VERDADEIRO
PE080100,Energy Efficient Supplies-Commercial use,PE080000,VERDADEIRO,VERDADEIRO
PE080101,Energy Efficient Supplies-Commercial use-Incandescent and fluorescent light bulb,PE080100,VERDADEIRO,VERDADEIRO
PE080200,Energy Efficient Supplies-Non-commercial (residential) use,PE080000,VERDADEIRO,VERDADEIRO
PE080201,Energy Efficient Supplies-Non-commercial (residential) use-Incandescent and fluorescent light bulb,PE080200,VERDADEIRO,VERDADEIRO
PF050208,Food And Food Ingredients-beverages (non-carbonated beverages)-Alcoholic >/=.5%,PF050200,VERDADEIRO,VERDADEIRO
PF050211,Food And Food Ingredients-beverages (non-carbonated beverages)-Coffee (powder and beans),PF050210,VERDADEIRO,VERDADEIRO
PF050216,Food And Food Ingredients-beverages (non-carbonated beverages)-Other non-carbonated beverage (sweetened),PF050210,VERDADEIRO,VERDADEIRO
PF050218,Food And Food Ingredients-beverages (non-carbonated beverages)-Soft drinks,PF050210,VERDADEIRO,VERDADEIRO
PF050220,"Food And Food Ingredients-beverages (non-carbonated beverages)-Tea (liquid, unsweetened)",PF050200,VERDADEIRO,VERDADEIRO
PF050222,"Food And Food Ingredients-beverages (non-carbonated beverages)-Water (flavored bottled, unsweetened)",PF050200,VERDADEIRO,VERDADEIRO
PF050224,Food And Food Ingredients-beverages (non-carbonated beverages)-Water (plain bottled),PF050200,VERDADEIRO,VERDADEIRO
PF050309,Food And Food Ingredients-candy-Candy item containing flour ingredients,PF050300,VERDADEIRO,VERDADEIRO
PF050313,"Food And Food Ingredients-candy-Candy item used for cooking/baking purposes (i.e. chocolate bars, chips etc.)",PF050310,VERDADEIRO,VERDADEIRO
PF050314,"Food And Food Ingredients-candy-Gum, chewing  (non-medicated)",PF050310,VERDADEIRO,VERDADEIRO
PF050412,"Food combo pack #12 - Food 75%-89%, Candy 1%-24%, Hard goods 1%-10%",PF050410,VERDADEIRO,VERDADEIRO
PF050413,"Food combo pack #13 - Food 51%-74%, Candy 1%-24%, Hard goods 25%-48%",PF050410,VERDADEIRO,VERDADEIRO
PF050414,"Food combo pack #14 - Food 75%-88%, Candy 1%-14%, Hard goods 11%-24%",PF050410,VERDADEIRO,VERDADEIRO
PF050415,"Food combo pack #15 - Food 90%-98%, Candy 1%-9%, Hard goods 1%-9%",PF050410,VERDADEIRO,VERDADEIRO
PF050502,Food And Food Ingredients-cooking/baking supplies-Baking soda,PF050500,VERDADEIRO,VERDADEIRO
PF050503,"Food And Food Ingredients-cooking/baking supplies-Cooking sprays, oils etc.",PF050500,VERDADEIRO,VERDADEIRO
PF050507,Food And Food Ingredients-cooking/baking supplies-Spices,PF050500,VERDADEIRO,VERDADEIRO
PF050707,Food And Food Ingredients-dietary supplements (supplement facts on label)-Cod liver oil,PF050700,VERDADEIRO,VERDADEIRO
PF050709,Food And Food Ingredients-dietary supplements (supplement facts on label)-Enzymes,PF050700,VERDADEIRO,VERDADEIRO
PF050711,Food And Food Ingredients-dietary supplements (supplement facts on label)-Garlic,PF050710,VERDADEIRO,VERDADEIRO
PF050712,Food And Food Ingredients-dietary supplements (supplement facts on label)-Ginseng,PF050710,VERDADEIRO,VERDADEIRO
PF050713,Food And Food Ingredients-dietary supplements (supplement facts on label)-Halibut liver oil,PF050710,VERDADEIRO,VERDADEIRO
PF050714,Food And Food Ingredients-dietary supplements (supplement facts on label)-Herbal supplements,PF050710,VERDADEIRO,VERDADEIRO
PF050715,Food And Food Ingredients-dietary supplements (supplement facts on label)-Immune supports,PF050710,VERDADEIRO,VERDADEIRO
PF050716,Food And Food Ingredients-dietary supplements (supplement facts on label)-Lecithin,PF050710,VERDADEIRO,VERDADEIRO
PF050717,Food And Food Ingredients-dietary supplements (supplement facts on label)-Metabolic supplements,PF050710,VERDADEIRO,VERDADEIRO
PF050718,Food And Food Ingredients-dietary supplements (supplement facts on label)-Minerals,PF050710,VERDADEIRO,VERDADEIRO
PF050720,Food And Food Ingredients-dietary supplements (supplement facts on label)-Other dietary supplements,PF050700,VERDADEIRO,VERDADEIRO
PF050721,Food And Food Ingredients-dietary supplements (supplement facts on label)-Vitamins,PF050720,VERDADEIRO,VERDADEIRO
PF050722,Food And Food Ingredients-dietary supplements (supplement facts on label)-Zinc,PF050720,VERDADEIRO,VERDADEIRO
PF050806,"Food And Food Ingredients-health food (specialty, nutritional supplement)-Sunflower seeds or other edible seeds (non-sweetened)",PF050800,VERDADEIRO,VERDADEIRO
PF050807,"Food And Food Ingredients-health food (specialty, nutritional supplement)-Soy milk",PF050800,VERDADEIRO,VERDADEIRO
PF050900,"Food And Food Ingredients-snacks (non-candy, no eating utensils)",PF050000,VERDADEIRO,VERDADEIRO
PF050901,"Food And Food Ingredients-snacks (non-candy, no eating utensils) Ice cream < than a pint",PF050900,VERDADEIRO,VERDADEIRO
PF050902,"Food And Food Ingredients-snacks (non-candy, no eating utensils) Ice cream =/> than a pint",PF050900,VERDADEIRO,VERDADEIRO
PH050500,Health Care Products-grooming /other,PH050000,VERDADEIRO,VERDADEIRO
PH050501,Health Care Products-grooming /other-Acne cleaners and pads,PH050500,VERDADEIRO,VERDADEIRO
PH050507,Health Care Products-grooming /other-Creams and lotions (non-medicated),PH050500,VERDADEIRO,VERDADEIRO
PH050508,"Health Care Products-grooming /other-Dental hygiene products (toothpaste, toothbrushes, floss etc)",PH050500,VERDADEIRO,VERDADEIRO
PH050514,Health Care Products-grooming /other-Ear plugs,PH050510,VERDADEIRO,VERDADEIRO
PH050600,"Health Care Products-over the counter-medicinal group 1 (drug facts and /or ingredients are included when deem to be a medicine, for home use)",PH050000,VERDADEIRO,VERDADEIRO
PH050601,"Health Care Products-over the counter-medicinal group 1-Acne treatment, lotions, creams",PH050600,VERDADEIRO,VERDADEIRO
PH050623,Health Care Products-over the counter-medicinal group 1-Aspirin,PH050620,VERDADEIRO,VERDADEIRO
PH050639,Health Care Products-over the counter-medicinal group 1-Blood pressure testing apparatus,PH050630,VERDADEIRO,VERDADEIRO
PH050676,Health Care Products-over the counter-medicinal group 1-First aid kits,PH050670,VERDADEIRO,VERDADEIRO
PH050700,"Health Care Products-over the counter-medicinal group 2- (drug facts and /or ingredients are included when deem to be a medicine, for home use)",PH050000,VERDADEIRO,VERDADEIRO
PH050709,Health Care Products-over the counter-medicinal group 2-Pain relievers,PH050700,VERDADEIRO,VERDADEIRO
PH050720,Health Care Products-over the counter-medicinal group 2-Syringes - disposable (not diabetic),PH050700,VERDADEIRO,VERDADEIRO
PM020400,Mach & Equip (Commercial Use)-Farming Industry,PM020000,VERDADEIRO,VERDADEIRO
PM020404,Mach & Equip (Commercial Use)-Farming Industry-Repair and replacement parts ,PM020400,VERDADEIRO,VERDADEIRO
PO100000,Office Supplies,P0000000,VERDADEIRO,VERDADEIRO
PP030000,Paper Products For Household Use,P0000000,VERDADEIRO,VERDADEIRO
PP030100,Paper Products-Disposable products,PP030000,VERDADEIRO,VERDADEIRO
PP030106,Paper Products-Napkins,PP030100,VERDADEIRO,VERDADEIRO
PP030107,Paper Products-Paper bags,PP030100,VERDADEIRO,VERDADEIRO
PP030108,Paper Products-Paper cups,PP030100,VERDADEIRO,VERDADEIRO
PP030109,Paper Products-Paper freezer wrap,PP030100,VERDADEIRO,VERDADEIRO
PP030110,Paper Products-Paper plates,PP030100,VERDADEIRO,VERDADEIRO
PP030113,Paper Products-Wax paper,PP030110,VERDADEIRO,VERDADEIRO
PS060100,School Related Products (B2C)-supplies,PS060000,VERDADEIRO,VERDADEIRO
PS060101,School Related Products (B2C)-supplies-Binders,PS060100,VERDADEIRO,VERDADEIRO
PS060102,School Related Products (B2C)-supplies-Blackboard chalk,PS060100,VERDADEIRO,VERDADEIRO
PS060103,School Related Products (B2C)-supplies-Book bags,PS060100,VERDADEIRO,VERDADEIRO
PS060104,School Related Products (B2C)-supplies-Calculators,PS060100,VERDADEIRO,VERDADEIRO
PS060105,School Related Products (B2C)-supplies-Cellophane tape,PS060100,VERDADEIRO,VERDADEIRO
PS060106,School Related Products (B2C)-supplies-Compasses,PS060100,VERDADEIRO,VERDADEIRO
PS060107,School Related Products (B2C)-supplies-Composition books,PS060100,VERDADEIRO,VERDADEIRO
PS060108,School Related Products (B2C)-supplies-Crayons,PS060100,VERDADEIRO,VERDADEIRO
PS060109,School Related Products (B2C)-supplies-Erasers,PS060100,VERDADEIRO,VERDADEIRO
PS060110,"School Related Products (B2C)-supplies-Folders - expandable, pocket, plastic and manila",PS060100,VERDADEIRO,VERDADEIRO
PS060111,"School Related Products (B2C)-supplies-Glue, paste and paste sticks",PS060110,VERDADEIRO,VERDADEIRO
PS060112,School Related Products (B2C)-supplies-Highlighters,PS060110,VERDADEIRO,VERDADEIRO
PS060113,School Related Products (B2C)-supplies-Index cards,PS060110,VERDADEIRO,VERDADEIRO
PS060114,School Related Products (B2C)-supplies-Index card boxes,PS060110,VERDADEIRO,VERDADEIRO
PS060115,School Related Products (B2C)-supplies-Legal pads,PS060110,VERDADEIRO,VERDADEIRO
PS060116,School Related Products (B2C)-supplies-Lunch boxes,PS060110,VERDADEIRO,VERDADEIRO
PS060117,School Related Products (B2C)-supplies-Markers,PS060110,VERDADEIRO,VERDADEIRO
PS060118,School Related Products (B2C)-supplies-Notebooks,PS060110,VERDADEIRO,VERDADEIRO
PS060119,School Related Products (B2C)-supplies-Paper,PS060110,VERDADEIRO,VERDADEIRO
PS060120,School Related Products (B2C)-supplies-Pencil boxes and other school supply boxes,PS060100,VERDADEIRO,VERDADEIRO
PS060121,School Related Products (B2C)-supplies-Pencil sharpeners,PS060120,VERDADEIRO,VERDADEIRO
PS060122,School Related Products (B2C)-supplies-Pencils,PS060120,VERDADEIRO,VERDADEIRO
PS060123,School Related Products (B2C)-supplies-Pens,PS060120,VERDADEIRO,VERDADEIRO
PS060124,School Related Products (B2C)-supplies-Protractors,PS060120,VERDADEIRO,VERDADEIRO
PS060125,School Related Products (B2C)-suppliesRulers,PS060120,VERDADEIRO,VERDADEIRO
PS060126,School Related Products (B2C)-suppliesScissors,PS060120,VERDADEIRO,VERDADEIRO
PS060127,School Related Products (B2C)-supplies-Writing tablets,PS060120,VERDADEIRO,VERDADEIRO
PS060300,School Related Products (B2C)-instructional material,PS060000,VERDADEIRO,VERDADEIRO
PS060302,School Related Products (B2C)-instructional material-Reference maps and globes,PS060300,VERDADEIRO,VERDADEIRO
PS060303,School Related Products (B2C)-instructional material-Textbooks,PS060300,VERDADEIRO,VERDADEIRO
PS060401,"School Related Products (B2C)-computer supply-Computer storage media, diskettes, compact disks",PS060400,VERDADEIRO,VERDADEIRO
PS060404,School Related Products (B2C)-computer supply-Computer printers,PS060400,VERDADEIRO,VERDADEIRO
PS060405,"School Related Products (B2C)-computer supply-Printer supplies for computers - paper, ink etc.",PS060400,VERDADEIRO,VERDADEIRO
P9999999,Temporary Unmapped TPP SKU - taxable default,P0000000,VERDADEIRO,VERDADEIRO
SS140000,Surveying,SS100000,FALSO,FALSO
S9999999,Temporary Unmapped Service SKU - taxable default,S0000000,FALSO,VERDADEIRO
DC020000,Computer Software (Business-To-Customer),D0000000,VERDADEIRO,VERDADEIRO
FR020800,Shipping charges that exceed the actual cost of delivery,FR020000,FALSO,VERDADEIRO
FR020900,Shipping charges that exceed reasonable and prevailing rates,FR020000,FALSO,VERDADEIRO
FR040000,Electronically Delivered,FR000000,FALSO,VERDADEIRO
FR999999,Temporary Unmapped Freight SKU - taxable default,FR000000,FALSO,VERDADEIRO
PA100000,"Audio Products (tapes, cds etc.)",P0000000,VERDADEIRO,VERDADEIRO
PB100300,Books / Manuals-religious,PB100000,VERDADEIRO,VERDADEIRO
PC010000,Cleaning Products,P0000000,VERDADEIRO,VERDADEIRO
PC030137,Clothing And Related Products (Business-To-Business)-Pantyhose,PC030130,VERDADEIRO,VERDADEIRO
